date,food name,Ingredients,Nutrition,nutrition value
2021-07-07,Nuoc Cham (Vietnamese Dipping Sauce),"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","1 %,1 %,1 %,2 %,1 %,31 %,1 %,1 %,1 %,3 %,1 %,9 %"
2021-07-07,Banh Tet,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","29 %,25 %,22 %,9 %,9 %,5 %,3 %,45 %,14 %,1 %,12 %,4 %,45 %,30 %,10 %,41 %,28 %"
2021-07-07,Caramelized Pork Belly (Thit Kho),"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","53 %,5 %,4 %,41 %,43 %,89 %,16 %,77 %,28 %,9 %,11 %,7 %,12 %,21 %,19 %,73 %,43 %"
2021-07-07,Banh-Mi Style Vietnamese Baguette,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","39 %,41 %,38 %,35 %,13 %,125 %,115 %,34 %,144 %,70 %,17 %,36 %,40 %,44 %,51 %,81 %"
2021-07-07,Vietnamese Salad Rolls,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","23 %,10 %,7 %,2 %,1 %,19 %,29 %,13 %,4 %,3 %,3 %,4 %,7 %,8 %,5 %,14 %"
2021-07-07,Vietnamese Spring Rolls With Dipping Sauce,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","20 %,7 %,3 %,1 %,1 %,21 %,8 %,15 %,9 %,9 %,4 %,3 %,8 %,16 %,5 %,47 %"
2021-07-07,Vegetarian Pho (Vietnamese Noodle Soup),"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","33 %,25 %,20 %,19 %,10 %,23 %,54 %,15 %,21 %,16 %,53 %,51 %,25 %,15 %,48 %,20 %"
2021-07-07,Thai Chicken Spring Rolls,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","94 %,13 %,32 %,47 %,32 %,24 %,210 %,210 %,68 %,169 %,40 %,24 %,27 %,59 %,38 %,26 %,40 %"
2021-07-07,Vietnamese Chicken and Long-Grain Rice Congee,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","106 %,3 %,4 %,65 %,61 %,70 %,13 %,223 %,63 %,19 %,7 %,5 %,19 %,24 %,18 %,78 %"
2021-07-07,Beef Pho,"protein:,,,carbohydrates:,,,dietary fiber:,,,soluble fiber:,,,insoluble fiber:,,,sugars:,,,monosaccharides:,,,disaccharides:,,,other carbs:,,,fat:,,,saturated fat:,,,mono fat:,,,poly fat:,,,cholesterol:,,,water:,,,vitamin a iu:,,,vitamin a re:,,,vitamin a carotenoid:,,,vitamin a retinol:,,,vitamin a carotene:,,,vitamin b1 thiamin:,,,vitamin b2 riboflavin:,,,vitamin b3 niacin:,,,niacin equivalents:,,,vitamin b6:,,,vitamin b12:,,,vitamin c:,,,vitamin e alpha equivalents:,,,vitamin e iu:,,,vitamin e mg:,,,folate:,,,vitamin k:,,,pantothenic acid:,,,calcium:,,,copper:,,,iron:,,,magnesium:,,,manganese:,,,phosphorus:,,,potassium:,,,selenium:,,,sodium:,,,zinc:,,,omega 3 fatty acid:,,,omega 6 fatty acid:,,,alcohol:,,,caffeine:,,,pyramid meat:,,,exchange meat:,,,pyramid fat:,,,exchange fat:,,,trans fatty acid:,,,ash:,,,40 butyric:,,,60 caprioc:,,,80 caprylic:,,,100 capric:,,,120 lauric:,,,140 myristic:,,,160 palmitic:,,,180 stearic:,,,161 palmitol:,,,181 oleic:,,,201 eicosen:,,,221 erucic:,,,182 linoleic:,,,183 linolenic:,,,184 stearidon:,,,204 arachidon:,,,205 epa:,,,225 dpa:,,,226 dha:,,,energy:,,,thiamin:,,,riboflavin:,,,vitamin d iu:,,,vitamin d mcg:,,,chromium:,,,fluoride:,,,phytosterols:,,,alanine:,,,arginine:,,,cystine:,,,glycine:,,,histidine:,,,isoleucine:,,,leucine:,,,lysine:,,,methionine:,,,phenylalanine:,,,proline:,,,serine:,,,threonine:,,,tryptophan:,,,tyrosine:,,,valine:,,,aspartic acid:,,,glutamic acid:,,,boron:,,,exchange other carbs:,,,pyramid bread:,,,exchange starch:,,,molybdenum:,,,exchange very lean meat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,soluble fiber:,,,insoluble fiber:,,,sugars:,,,monosaccharides:,,,disaccharides:,,,other carbs:,,,fat:,,,saturated fat:,,,mono fat:,,,poly fat:,,,cholesterol:,,,water:,,,vitamin a iu:,,,vitamin a re:,,,vitamin a carotenoid:,,,vitamin a retinol:,,,vitamin a carotene:,,,vitamin b1 thiamin:,,,vitamin b2 riboflavin:,,,vitamin b3 niacin:,,,niacin equivalents:,,,vitamin b6:,,,vitamin b12:,,,vitamin c:,,,vitamin e alpha equivalents:,,,vitamin e iu:,,,vitamin e mg:,,,folate:,,,vitamin k:,,,pantothenic acid:,,,calcium:,,,copper:,,,iron:,,,magnesium:,,,manganese:,,,phosphorus:,,,potassium:,,,selenium:,,,sodium:,,,zinc:,,,omega 3 fatty acid:,,,omega 6 fatty acid:,,,alcohol:,,,caffeine:,,,pyramid meat:,,,exchange meat:,,,pyramid fat:,,,exchange fat:,,,trans fatty acid:,,,ash:,,,40 butyric:,,,60 caprioc:,,,80 caprylic:,,,100 capric:,,,120 lauric:,,,140 myristic:,,,160 palmitic:,,,180 stearic:,,,161 palmitol:,,,181 oleic:,,,201 eicosen:,,,221 erucic:,,,182 linoleic:,,,183 linolenic:,,,184 stearidon:,,,204 arachidon:,,,205 epa:,,,225 dpa:,,,226 dha:,,,energy:,,,thiamin:,,,riboflavin:,,,vitamin d iu:,,,vitamin d mcg:,,,chromium:,,,fluoride:,,,phytosterols:,,,alanine:,,,arginine:,,,cystine:,,,glycine:,,,histidine:,,,isoleucine:,,,leucine:,,,lysine:,,,methionine:,,,phenylalanine:,,,proline:,,,serine:,,,threonine:,,,tryptophan:,,,tyrosine:,,,valine:,,,aspartic acid:,,,glutamic acid:,,,boron:,,,exchange other carbs:,,,pyramid bread:,,,exchange starch:,,,molybdenum:,,,exchange very lean meat:,,","279 %,34 %,13 %,55 %,69 %,162 %,1 %,266 %,110 %,136 %,3 %,6 %,19 %,19 %,43 %,13 %,31 %,78 %,35 %,46 %,113 %,56 %,92 %,88 %,166 %,8 %,8 %,1 %,2 %"
2021-07-07,Vietnamese Rice Noodle Salad,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","13 %,29 %,16 %,8 %,4 %,121 %,24 %,15 %,37 %,15 %,8 %,8 %,16 %,12 %,8 %,14 %"
2021-07-07,Authentic Pho,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","70 %,21 %,18 %,17 %,20 %,25 %,41 %,100 %,51 %,34 %,16 %,14 %,25 %,32 %,19 %,141 %,18 %"
2021-07-07,Spicy Vietnamese Quick Pickled Vegetables,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","1 %,2 %,5 %,77 %,3 %,4 %,15 %,3 %,2 %,1 %,3 %,4 %,20 %"
2021-07-07,Vietnamese Grilled Lemongrass Chicken,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","58 %,1 %,29 %,19 %,35 %,2 %,100 %,26 %,4 %,3 %,2 %,10 %,11 %,9 %,14 %,9 %"
2021-07-07,Vermicelli Noodle Bowl,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","52 %,36 %,34 %,20 %,9 %,12 %,23 %,85 %,29 %,36 %,74 %,11 %,36 %,63 %,21 %,103 %,73 %"
2021-07-07,Vegetable Banh Mi,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","30 %,34 %,28 %,45 %,25 %,4 %,88 %,62 %,31 %,24 %,18 %,24 %,34 %,26 %,17 %,111 %,9 %"
2021-07-07,Vietnamese Caramel Chicken,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","77 %,2 %,1 %,47 %,38 %,47 %,6 %,131 %,35 %,5 %,4 %,3 %,12 %,17 %,11 %,27 %,12 %"
2021-07-07,Bo Nuong Xa,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","40 %,2 %,4 %,17 %,21 %,20 %,34 %,52 %,21 %,16 %,13 %,5 %,20 %,14 %,12 %,14 %,12 %"
2021-07-07,Amanda's Quick Pho,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","41 %,13 %,5 %,5 %,5 %,11 %,48 %,13 %,1 %,2 %,2 %,5 %,6 %,4 %,26 %"
2021-07-07,Asian Garlic Beef Cubes (Vietnamese Bo Luc Lac or Shaking Beef),"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","35 %,1 %,2 %,41 %,41 %,20 %,43 %,17 %,5 %,2 %,3 %,16 %,9 %,8 %,18 %,8 %"
2021-07-07,Vietnamese Lemongrass Beef and Noodles,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","49 %,19 %,15 %,15 %,19 %,12 %,42 %,72 %,28 %,45 %,41 %,9 %,29 %,32 %,16 %,49 %,11 %"
2021-07-07,Authentic Vietnamese Spring Rolls (Nem Ran Hay Cha Gio),"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","13 %,5 %,3 %,8 %,5 %,15 %,22 %,25 %,6 %,2 %,5 %,2 %,6 %,4 %,2 %,9 %,11 %"
2021-07-07,Restaurant Style Egg Drop Soup,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","10 %,1 %,6 %,6 %,50 %,5 %,7 %,3 %,2 %,5 %,2 %,3 %,1 %,1 %,46 %"
2021-07-07,Asian Chicken Salad,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","45 %,13 %,8 %,28 %,16 %,18 %,12 %,80 %,17 %,7 %,9 %,6 %,9 %,12 %,9 %,9 %,10 %"
2021-07-07,Szechwan Shrimp,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","37 %,2 %,2 %,7 %,4 %,55 %,10 %,20 %,11 %,9 %,2 %,5 %,16 %,12 %,7 %,20 %"
2021-07-07,Shrimp Egg Foo Young,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","31 %,5 %,5 %,19 %,14 %,83 %,8 %,26 %,12 %,16 %,16 %,5 %,15 %,12 %,7 %,24 %"
2021-07-07,Chinese Pepper Steak,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","52 %,6 %,7 %,24 %,17 %,23 %,10 %,75 %,41 %,53 %,7 %,3 %,21 %,16 %,18 %,39 %,20 %"
2021-07-07,Chinese Pork Dumplings,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","55 %,16 %,8 %,38 %,33 %,34 %,4 %,104 %,23 %,4 %,21 %,9 %,26 %,20 %,11 %,95 %,89 %"
2021-07-07,Chinese Chicken Fried Rice I,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","69 %,15 %,13 %,15 %,13 %,45 %,90 %,122 %,38 %,81 %,32 %,6 %,21 %,21 %,14 %,42 %,38 %"
2021-07-07,Grilled Hoisin Beef,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","60 %,11 %,8 %,25 %,24 %,17 %,2 %,89 %,43 %,12 %,7 %,8 %,18 %,17 %,14 %,99 %,14 %"
2021-07-07,Peking Duck,"protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","45 %,16 %,9 %,48 %,53 %,30 %,14 %,48 %,17 %,52 %,9 %,6 %,21 %,13 %,13 %,30 %,24 %"
