,location,url,name,biz_id,address,category,star_rating
129,HONG KONG,https://www.yelp.com/biz/%E4%B9%9D%E8%A8%98%E7%89%9B%E8%85%A9-%E9%A6%99%E6%B8%AF?osq=food,Kau Kee Restaurant,%E4%B9%9D%E8%A8%98%E7%89%9B%E8%85%A9-%E9%A6%99%E6%B8%AF,"G/F, 21 Gough Street, 歌賦街21號地下","['Cantonese', 'Noodles']",4.0
130,ITALY,https://www.yelp.com/biz/uvafragola-latina?osq=food,Uvafragola,uvafragola-latina,Via Massimo d'Azeglio 13,['Italian'],4.5
131,ITALY,https://www.yelp.com/biz/i-fratelloni-anzio?osq=food,I Fratelloni,i-fratelloni-anzio,Viale alla Marina 40,['Italian'],5.0
132,ITALY,https://www.yelp.com/biz/ristorante-fraschetta-del-mare-anzio?osq=food,Ristorante Fraschetta Del Mare,ristorante-fraschetta-del-mare-anzio,Corso Popolo 38,['Seafood'],4.5
133,ITALY,https://www.yelp.com/biz/la-lampara-anzio?osq=food,La Lampara,la-lampara-anzio,Via Ardeatina 158,['Italian'],4.5
134,ITALY,https://www.yelp.com/biz/ristorante-elisio-nettuno?osq=food,Ristorante Elisio,ristorante-elisio-nettuno,Via Della Liberazione  50,['Italian'],5.0
135,ITALY,https://www.yelp.com/biz/il-marchese-del-grill-ciampino?osq=food,Il Marchese del Grill,il-marchese-del-grill-ciampino,Via della Folgarella 85,['Italian'],5.0
136,ITALY,https://www.yelp.com/biz/controcorrente-latina-2?osq=food,Controcorrente,controcorrente-latina-2,Via del Piccarello 27,"['Barbeque', 'Steakhouses', 'Sandwiches']",4.5
137,ITALY,https://www.yelp.com/biz/alceste-caff%C3%A8-anzio-2?osq=food,Alceste Caffè,alceste-caff%C3%A8-anzio-2,Via Porto Innocenziano 10,"['Breakfast & Brunch', 'Italian', 'Seafood']",5.0
138,ITALY,https://www.yelp.com/biz/il-maresciallo-latina?osq=food,Il Maresciallo,il-maresciallo-latina,Strada Foce Verde 93,['Steakhouses'],5.0
139,ITALY,https://www.yelp.com/biz/pinsaroma-latina?osq=food,Pinsaroma,pinsaroma-latina,Corso Giacomo Matteotti 32,"['Pizza', 'Rotisserie Chicken']",5.0
140,JAPAN,https://www.yelp.com/biz/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%89%E3%83%81%E3%82%AD%E3%83%B3-%E3%82%B5%E3%83%B3%E3%83%9D%E3%83%83%E3%83%97%E7%94%BA%E5%B1%8B%E5%BA%97-%E8%8D%92%E5%B7%9D%E5%8C%BA?osq=food,KFC Sunpop Machiya,%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%89%E3%83%81%E3%82%AD%E3%83%B3-%E3%82%B5%E3%83%B3%E3%83%9D%E3%83%83%E3%83%97%E7%94%BA%E5%B1%8B%E5%BA%97-%E8%8D%92%E5%B7%9D%E5%8C%BA,荒川7-50-9,"['Fast Food', 'Chicken Shop', 'Burgers']",5.0
141,JAPAN,https://www.yelp.com/biz/%E4%B8%89%E5%AF%8C-%E5%8F%B0%E6%9D%B1%E5%8C%BA-2?osq=food,三富,%E4%B8%89%E5%AF%8C-%E5%8F%B0%E6%9D%B1%E5%8C%BA-2,入谷1丁目6-1,"['Seafood', 'Izakaya']",4.5
142,JAPAN,https://www.yelp.com/biz/%E7%82%89%E7%AB%AF%E6%A8%AA%E5%B1%B1-%E4%B8%AD%E5%A4%AE%E5%8C%BA?osq=food,Robata Yokoyama,%E7%82%89%E7%AB%AF%E6%A8%AA%E5%B1%B1-%E4%B8%AD%E5%A4%AE%E5%8C%BA,日本橋横山町 3-13,"['Robatayaki', 'Izakaya', 'Teppanyaki']",4.0
143,JAPAN,https://www.yelp.com/biz/sensing-touch-of-earth-%E5%8F%B0%E6%9D%B1%E5%8C%BA?osq=food,Sensing Touch of Earth,sensing-touch-of-earth-%E5%8F%B0%E6%9D%B1%E5%8C%BA,松が谷3-1-12,['Cafes'],4.5
144,JAPAN,https://www.yelp.com/biz/%E6%9D%B1%E7%85%A7%E5%AE%AE%E7%AC%AC%E4%B8%80%E5%A3%B2%E5%BA%97-%E5%8F%B0%E6%9D%B1%E5%8C%BA?osq=food,Tōshōgū Dai 1,%E6%9D%B1%E7%85%A7%E5%AE%AE%E7%AC%AC%E4%B8%80%E5%A3%B2%E5%BA%97-%E5%8F%B0%E6%9D%B1%E5%8C%BA,上野公園9-86,"['Japanese Curry', 'Udon', 'Cafeteria']",5.0
145,JAPAN,https://www.yelp.com/biz/%E6%B5%85%E8%8D%89%E3%81%AE%E8%B1%86%E6%9F%B4%E3%82%AB%E3%83%95%E3%82%A7-%E5%8F%B0%E6%9D%B1%E5%8C%BA?osq=food,Asakusa no Mameshiba Cafe,%E6%B5%85%E8%8D%89%E3%81%AE%E8%B1%86%E6%9F%B4%E3%82%AB%E3%83%95%E3%82%A7-%E5%8F%B0%E6%9D%B1%E5%8C%BA,浅草1-29-3,['Cafes'],5.0
146,JAPAN,https://www.yelp.com/biz/%E9%AD%9A%E8%B2%9D%E4%B8%89%E6%98%A7%E5%BD%AC-%E6%96%87%E4%BA%AC%E5%8C%BA?osq=food,魚貝三昧彬,%E9%AD%9A%E8%B2%9D%E4%B8%89%E6%98%A7%E5%BD%AC-%E6%96%87%E4%BA%AC%E5%8C%BA,千駄木3丁目38-8,['Seafood'],5.0
147,JAPAN,https://www.yelp.com/biz/%E7%A3%AF%E4%B8%B8%E6%B0%B4%E7%94%A3-%E4%BA%BA%E5%BD%A2%E7%94%BA%E5%BA%97-%E4%B8%AD%E5%A4%AE%E5%8C%BA?osq=food,Isomaru Suisan Ningyōchō,%E7%A3%AF%E4%B8%B8%E6%B0%B4%E7%94%A3-%E4%BA%BA%E5%BD%A2%E7%94%BA%E5%BA%97-%E4%B8%AD%E5%A4%AE%E5%8C%BA,日本橋人形町1-4-10,"['Seafood', 'Izakaya']",4.5
148,JAPAN,https://www.yelp.com/biz/%E4%B8%A1%E5%9B%BDtaiko-%E5%A2%A8%E7%94%B0%E5%8C%BA-2?osq=food,Ryokoku TAIKO,%E4%B8%A1%E5%9B%BDtaiko-%E5%A2%A8%E7%94%B0%E5%8C%BA-2,両国4-19-7,"['Yakitori', 'Izakaya', 'Gastropubs']",4.0
149,JAPAN,https://www.yelp.com/biz/%E7%B5%86%E9%BA%BA-%E4%B8%AD%E5%A4%AE%E5%8C%BA?osq=food,Banmen,%E7%B5%86%E9%BA%BA-%E4%B8%AD%E5%A4%AE%E5%8C%BA,日本橋久松町13-5,['Ramen'],4.0
150,MALAYSIA,https://www.yelp.com/biz/ali-muthu-and-ah-hock-kuala-lumpur?osq=food,"Ali, Muthu & Ah Hock",ali-muthu-and-ah-hock-kuala-lumpur,"13, Jalan Balai Polis","['Malaysian', 'Kopitiam']",4.0
151,MALAYSIA,https://www.yelp.com/biz/nasi-lemak-hilton-corner-kuala-lumpur?osq=food,Nasi Lemak Hilton Corner,nasi-lemak-hilton-corner-kuala-lumpur,Jalan Sultan Ismail,"['Malaysian', 'Nasi Lemak']",4.0
152,MALAYSIA,https://www.yelp.com/biz/opium-kuala-lumpur?osq=food,Opium,opium-kuala-lumpur,"50, Changkat Bukit Bintang",['Asian Fusion'],4.5
153,MALAYSIA,https://www.yelp.com/biz/hong-kee-claypot-chicken-rice-kuala-lumpur?osq=food,Hong Kee Claypot Chicken Rice,hong-kee-claypot-chicken-rice-kuala-lumpur,89A Jalan Sultan,"['Food Stands', 'Chinese', 'Malaysian']",4.5
154,MALAYSIA,https://www.yelp.com/biz/three-little-birds-coffee-kuala-lumpur?osq=food,Three Little Birds Cafe,three-little-birds-coffee-kuala-lumpur,"5, Persiaran Residen",['Coffee & Tea'],4.0
155,MALAYSIA,https://www.yelp.com/biz/kedai-makanan-yut-kee-kuala-lumpur?osq=food,Restoran Yut Kee,kedai-makanan-yut-kee-kuala-lumpur,"1, Jalan Kamunting",['Hainan'],4.0
156,MALAYSIA,https://www.yelp.com/biz/pudu-wai-sek-kai-kuala-lumpur?osq=food,Pudu Wai Sek Kai,pudu-wai-sek-kai-kuala-lumpur,"Jalan Sayur, Pudu",['Street Vendors'],5.0
157,MALAYSIA,https://www.yelp.com/biz/kazoku-ai-modern-teppanyaki-kitchen-kuala-lumpur?osq=food,Kazoku-Ai Modern Teppanyaki Kitchen,kazoku-ai-modern-teppanyaki-kitchen-kuala-lumpur,151 Old Klang Road,['Japanese'],5.0
158,MALAYSIA,https://www.yelp.com/biz/jalan-alor-kuala-lumpur?osq=food,Jalan Alor,jalan-alor-kuala-lumpur,Jalan Alor Bukit Bintang,['Street Vendors'],4.5
159,MALAYSIA,https://www.yelp.com/biz/nasi-lemak-babi-petaling-jaya?osq=food,Nasi Lemak Babi,nasi-lemak-babi-petaling-jaya,Jalan 21/11b,"['Chinese', 'Nasi Lemak']",3.5
160,MEXICO,https://www.yelp.com/biz/mariscos-la-charra-r%C3%ADo-grande?osq=food,Mariscos La Charra,mariscos-la-charra-r%C3%ADo-grande,Eva Samano de López Mateos 6,['Seafood'],
161,MEXICO,https://www.yelp.com/biz/tejabanes-fresnillo?osq=food,Tejabanes,tejabanes-fresnillo,Av. Hidalgo 659,['Cafeteria'],4.0
162,MEXICO,https://www.yelp.com/biz/lapa-y-lapa-centro?osq=food,Lapa & Lapa,lapa-y-lapa-centro,Av. M. Hidalgo 304,"['Seafood', 'Mexican']",4.5
163,MEXICO,https://www.yelp.com/biz/salda%C3%B1a-gomez-ma-del-carmen-ca%C3%B1itas?osq=food,Saldaña Gomez Ma. del Carmen,salda%C3%B1a-gomez-ma-del-carmen-ca%C3%B1itas,Luis Moya,['Restaurants'],
164,MEXICO,https://www.yelp.com/biz/mariscos-puerto-pe%C3%B1asco-jr-juan-aldama?osq=food,Mariscos Puerto Peñasco Jr,mariscos-puerto-pe%C3%B1asco-jr-juan-aldama,Av. Hidalgo 25,['Seafood'],
165,MEXICO,https://www.yelp.com/biz/antojitos-chilo-centro?osq=food,Antojitos Chilo,antojitos-chilo-centro,1o. de May 3,['Mexican'],
166,MEXICO,https://www.yelp.com/biz/gardens-restaurant-fresnillo?osq=food,Garden’s Restaurant,gardens-restaurant-fresnillo,Alvaro Obregon 6,['Seafood'],4.0
167,MEXICO,https://www.yelp.com/biz/gorditas-sarabia-ejido-del-centro?osq=food,Gorditas Sarabia,gorditas-sarabia-ejido-del-centro,Francisco Sarabia 75,['Mexican'],5.0
168,MEXICO,https://www.yelp.com/biz/el-buen-gusto-fresnillo?osq=food,El Buen Gusto,el-buen-gusto-fresnillo,Av M. Hidalgo 201,['Bakeries'],
169,MEXICO,https://www.yelp.com/biz/gaucin-ru%C3%ADz-lisbeth-monserrat-ca%C3%B1itas?osq=food,Gaucin Ruíz Lisbeth Monserrat,gaucin-ru%C3%ADz-lisbeth-monserrat-ca%C3%B1itas,Emiliano Zapata 10,['Grocery'],
170,NEW ZEALAND,https://www.yelp.com/biz/oceanz-seafood-mission-bay-auckland?osq=food,Oceanz Seafood Mission Bay,oceanz-seafood-mission-bay-auckland,2/33 Tamaki Drive,"['Seafood', 'Fish & Chips']",5.0
171,NEW ZEALAND,https://www.yelp.com/biz/depot-auckland?osq=food,Depot,depot-auckland,86 Federal St,"['Tapas/Small Plates', 'Seafood']",4.5
172,NEW ZEALAND,https://www.yelp.com/biz/federal-delicatessen-auckland?osq=food,Federal Delicatessen,federal-delicatessen-auckland,86 Federal St,"['American (Traditional)', 'Diners', 'Delicatessen']",4.5
173,NEW ZEALAND,https://www.yelp.com/biz/bannsang-auckland-2?osq=food,BannSang,bannsang-auckland-2,1C/47 High St,"['Korean', 'Asian Fusion']",4.5
174,NEW ZEALAND,https://www.yelp.com/biz/eden-noodles-cafe-auckland?osq=food,Eden Noodles Cafe,eden-noodles-cafe-auckland,105 Dominion Road,"['Chinese', 'Noodles']",4.5
175,NEW ZEALAND,https://www.yelp.com/biz/lord-of-the-fries-auckland-central-new-zealand?osq=food,Lord of the Fries,lord-of-the-fries-auckland-central-new-zealand,183 Karangahape Rd,"['Fast Food', 'Burgers', 'Hot Dogs']",4.0
176,NEW ZEALAND,https://www.yelp.com/biz/federal-and-wolfe-auckland-2?osq=food,Federal & Wolfe,federal-and-wolfe-auckland-2,10 Federal St,"['Cafes', 'Breakfast & Brunch']",4.5
177,NEW ZEALAND,https://www.yelp.com/biz/heizo-auckland-4?osq=food,Heizo,heizo-auckland-4,1-3 Short Street,['Japanese'],4.5
178,NEW ZEALAND,https://www.yelp.com/biz/fondou-caf%C3%A9-auckland?osq=food,Fondou Café,fondou-caf%C3%A9-auckland,157 Hobson St,"['Breakfast & Brunch', 'Bakeries', 'Coffee & Tea']",5.0
179,NEW ZEALAND,https://www.yelp.com/biz/rumi-auckland?osq=food,Rumi,rumi-auckland,251 Parnell Rd,['Persian/Iranian'],5.0
180,NORWAY,https://www.yelp.com/biz/naturupplevelser-viska-fredrika?osq=food,Naturupplevelser Viska,naturupplevelser-viska-fredrika,Lövås 13,"['Campgrounds', 'Restaurants']",
181,NORWAY,https://www.yelp.com/biz/lappmarksbr%C3%B6d-lycksele?osq=food,Lappmarksbröd,lappmarksbr%C3%B6d-lycksele,Tallträsk 181,['Bakeries'],
182,NORWAY,https://www.yelp.com/biz/kattisavans-camping-lycksele?osq=food,Kattisavans Camping,kattisavans-camping-lycksele,Kattisavan 34,"['Campgrounds', 'Grocery']",
183,NORWAY,https://www.yelp.com/biz/latikberg-livs-latikberg?osq=food,Latikberg Livs,latikberg-livs-latikberg,Lyckselevägen 30,['Grocery'],
184,NORWAY,https://www.yelp.com/biz/nolebrinks-schakt-och-skog-vilhelmina?osq=food,Nolebrinks Schakt & Skog,nolebrinks-schakt-och-skog-vilhelmina,Idvattnet 6,['Juice Bars & Smoothies'],
185,NORWAY,https://www.yelp.com/biz/cheechaiyaphum-pluemjit-fredrika?osq=food,"Cheechaiyaphum, Pluemjit",cheechaiyaphum-pluemjit-fredrika,Nordanås 506,['Juice Bars & Smoothies'],
186,NORWAY,https://www.yelp.com/biz/um-produkter-lycksele?osq=food,Um-Produkter,um-produkter-lycksele,Umgransele 10,['Bakeries'],
187,PHILIPPINES,https://www.yelp.com/biz/ilustrado-restaurant-manila?osq=food,Ilustrado Restaurant,ilustrado-restaurant-manila,744 Calle Real Del Palacio,"['Spanish', 'Filipino']",4.5
188,PHILIPPINES,https://www.yelp.com/biz/manam-comfort-filipino-makati?osq=food,Manam Comfort Filipino,manam-comfort-filipino-makati,Esperanza St Cor Makati Ave,['Filipino'],4.5
189,PHILIPPINES,https://www.yelp.com/biz/samgyupsalamat-manila?osq=food,Samgyupsalamat,samgyupsalamat-manila,911 Kapitan Tikong Street Corner Leon Guinto Street,['Korean'],4.5
190,PHILIPPINES,https://www.yelp.com/biz/spiral-pasay-2?osq=food,Spiral,spiral-pasay-2,Roxas Boulevard,"['Asian Fusion', 'Buffets']",4.0
191,PHILIPPINES,https://www.yelp.com/biz/cafe-ilang-ilang-manila?osq=food,Cafe Ilang-Ilang,cafe-ilang-ilang-manila,"Manila Hotel, One Rizal Park",['Buffets'],4.5
192,PHILIPPINES,https://www.yelp.com/biz/shawarma-snack-center-manila?osq=food,Shawarma Snack Center,shawarma-snack-center-manila,485 R Salas Street,"['Arabian', 'Lebanese']",4.0
193,PHILIPPINES,https://www.yelp.com/biz/sky-deck-view-bar-manila-2?osq=food,Sky Deck View Bar,sky-deck-view-bar-manila-2,"Muralla Cor Victoria St, Intramuros","['Lounges', 'Tapas Bars']",4.0
194,PHILIPPINES,https://www.yelp.com/biz/lugawan-sa-tejeros-makati?osq=food,Lugawan sa Tejeros,lugawan-sa-tejeros-makati,1066b Pasong Tamo Street,"['Fast Food', 'Filipino', 'Street Vendors']",4.5
195,PHILIPPINES,https://www.yelp.com/biz/the-aristocrat-manila?osq=food,The Aristocrat,the-aristocrat-manila,432 San Andres Street,"['Bakeries', 'Filipino', 'Barbeque']",3.5
196,PHILIPPINES,https://www.yelp.com/biz/ippudo-manila?osq=food,Ippudo,ippudo-manila,M. Adriatico Street,['Ramen'],4.5
197,POLAND,https://www.yelp.com/biz/tawerna-pepe-verde-%C5%82%C3%B3d%C5%BA?osq=food,Tawerna Pepe Verde,tawerna-pepe-verde-%C5%82%C3%B3d%C5%BA,ul. Ogrodowa 19A,['Polish'],4.5
198,POLAND,https://www.yelp.com/biz/karczma-u-chocho%C5%82a-%C5%82%C3%B3d%C5%BA?osq=food,Karczma u Chochoła,karczma-u-chocho%C5%82a-%C5%82%C3%B3d%C5%BA,ul. Piotrkowska 200,"['Polish', 'Venues & Event Spaces']",5.0
199,POLAND,https://www.yelp.com/biz/burger-king-parz%C4%99czew?osq=food,Burger King,burger-king-parz%C4%99czew,ul. Stary Chrząstów 17,['Fast Food'],
200,POLAND,https://www.yelp.com/biz/williamsburg-%C5%82%C3%B3d%C5%BA?osq=food,Williamsburg,williamsburg-%C5%82%C3%B3d%C5%BA,ul. Piotrkowska 6,"['Dance Clubs', 'Bars', 'Cafes']",5.0
201,POLAND,https://www.yelp.com/biz/szyby-lustra-%C5%82%C3%B3d%C5%BA?osq=food,Szyby Lustra,szyby-lustra-%C5%82%C3%B3d%C5%BA,al. Piłsudskiego 14,"['Bars', 'Cafes', 'Modern European']",5.0
202,POLAND,https://www.yelp.com/biz/gastromachina-%C5%82%C3%B3d%C5%BA?osq=food,Gastromachina,gastromachina-%C5%82%C3%B3d%C5%BA,ul. Piotrkowska 89,"['Burgers', 'Food Trucks']",5.0
203,POLAND,https://www.yelp.com/biz/ato-ramen-%C5%82%C3%B3d%C5%BA?osq=food,Ato Ramen,ato-ramen-%C5%82%C3%B3d%C5%BA,ul. Piotrkowska 138 / 140,['Ramen'],5.0
204,POLAND,https://www.yelp.com/biz/hot-spoon-%C5%82%C3%B3d%C5%BA?osq=food,Hot Spoon,hot-spoon-%C5%82%C3%B3d%C5%BA,ul. Drewnowska 58,"['Polish', 'Thai']",4.5
205,POLAND,https://www.yelp.com/biz/lokal-%C5%82%C3%B3d%C5%BA?osq=food,Lokal,lokal-%C5%82%C3%B3d%C5%BA,al. Leona Schillera 13,"['Modern European', 'Bars', 'Polish']",5.0
206,POLAND,https://www.yelp.com/biz/69-restauracja-bu%C5%82garska-%C5%82%C3%B3d%C5%BA?osq=food,69 Restauracja Bułgarska,69-restauracja-bu%C5%82garska-%C5%82%C3%B3d%C5%BA,ul. Piotrkowska 69,['Bulgarian'],5.0
207,PORTUGAL,https://www.yelp.com/biz/sr-lisboa-lisboa?osq=food,Sr. Lisboa,sr-lisboa-lisboa,"R. São José, 136","['Tapas/Small Plates', 'Portuguese']",5.0
208,PORTUGAL,https://www.yelp.com/biz/manteigaria-lisboa-3?osq=food,Manteigaria,manteigaria-lisboa-3,"R. do Loreto, 2","['Bakeries', 'Cafes']",5.0
209,PORTUGAL,https://www.yelp.com/biz/cervejaria-ramiro-lisboa?osq=food,Cervejaria Ramiro,cervejaria-ramiro-lisboa,"Av. Almirante Reis, 1 H","['Seafood', 'Beer Bar']",4.5
210,PORTUGAL,https://www.yelp.com/biz/frangasqueira-nacional-lisboa-2?osq=food,Frangasqueira Nacional,frangasqueira-nacional-lisboa-2,"R. Imprensa Nacional, 116C",['Barbeque'],4.5
211,PORTUGAL,https://www.yelp.com/biz/restaurante-o-arco-lisboa?osq=food,Restaurante O Arco,restaurante-o-arco-lisboa,"R. dos Sapateiros, 161-163",['Portuguese'],4.5
212,PORTUGAL,https://www.yelp.com/biz/ground-burguer-lisboa?osq=food,Ground Burguer,ground-burguer-lisboa,"Av. António Augusto Aguiar, 148","['American (Traditional)', 'Burgers']",4.0
213,PORTUGAL,https://www.yelp.com/biz/mcdonalds-lisboa-14?osq=food,McDonald’s,mcdonalds-lisboa-14,"Av. da República, 10","['Burgers', 'Fast Food']",4.0
214,PORTUGAL,https://www.yelp.com/biz/past%C3%A9is-de-bel%C3%A9m-lisboa-6?osq=food,Pastéis de Belém,past%C3%A9is-de-bel%C3%A9m-lisboa-6,"R. de Belém, 84- 92",['Bakeries'],4.5
215,PORTUGAL,https://www.yelp.com/biz/pistola-y-corazon-lisboa?osq=food,Pistola y Corazon,pistola-y-corazon-lisboa,"R. de Boavista, 16","['Mexican', 'Vegetarian']",4.5
216,PORTUGAL,https://www.yelp.com/biz/brooklyn-lisboa?osq=food,Brooklyn,brooklyn-lisboa,"Praça da Alegria, 35-37","['Portuguese', 'American (Traditional)', 'African']",4.5
217,SINGAPORE,https://www.yelp.com/biz/sungei-road-laksa-singapore-2?osq=food,Sungei Road Laksa,sungei-road-laksa-singapore-2,,"['Singaporean', 'Chinese', 'Noodles']",4.5
218,SINGAPORE,https://www.yelp.com/biz/lavender-food-hub-singapore?osq=food,Lavender Food Hub,lavender-food-hub-singapore,27 Foch Road,"['Food Court', 'Coffee & Tea']",4.5
219,SINGAPORE,https://www.yelp.com/biz/coriander-leaf-singapore-2?osq=food,Coriander Leaf,coriander-leaf-singapore-2,,['Asian Fusion'],4.5
220,SINGAPORE,https://www.yelp.com/biz/tian-tian-hainanese-chicken-rice-singapore-7?osq=food,Tian Tian Hainanese Chicken Rice,tian-tian-hainanese-chicken-rice-singapore-7,,"['Hainan', 'Chicken Shop']",4.0
221,SINGAPORE,https://www.yelp.com/biz/changi-village-hawker-centre-singapore?osq=food,Changi Village Hawker Centre,changi-village-hawker-centre-singapore,2 Changi Village Rd,['Hawker Centre'],4.0
222,SINGAPORE,https://www.yelp.com/biz/tai-hwa-pork-noodle-singapore?osq=food,Tai Hwa Pork Noodle,tai-hwa-pork-noodle-singapore,466 Crawford Lane,"['Chinese', 'Noodles']",4.0
223,SINGAPORE,https://www.yelp.com/biz/jb-ah-meng-singapore?osq=food,JB Ah Meng,jb-ah-meng-singapore,534 Geylang Rd,"['Chinese', 'Seafood']",4.5
224,SINGAPORE,https://www.yelp.com/biz/once-upon-a-thyme-singapore?osq=food,Once Upon A Thyme,once-upon-a-thyme-singapore,10 Sinaran Drive,"['Street Vendors', 'Italian']",4.5
225,SINGAPORE,https://www.yelp.com/biz/jumbo-seafood-singapore-4?osq=food,Jumbo Seafood,jumbo-seafood-singapore-4,,['Seafood'],4.0
226,SINGAPORE,https://www.yelp.com/biz/two-men-bagel-house-singapore?osq=food,Two Men Bagel House,two-men-bagel-house-singapore,,"['Bagels', 'Breakfast & Brunch', 'Sandwiches']",4.5
227,SPAIN,https://www.yelp.com/biz/el-sur-madrid?osq=food,El Sur,el-sur-madrid,"Calle de la Torrecilla del Leal, 12",['Tapas Bars'],4.5
228,SPAIN,https://www.yelp.com/biz/takos-al-pastor-madrid?osq=food,Takos al Pastor,takos-al-pastor-madrid,"Calle de la Abada, 2",['Mexican'],4.5
229,SPAIN,https://www.yelp.com/biz/carmencita-madrid?osq=food,Carmencita,carmencita-madrid,"Calle San Vicente Ferrer, 51","['Modern European', 'Tapas/Small Plates', 'Breakfast & Brunch']",4.5
230,SPAIN,https://www.yelp.com/biz/pizzaiolo-madrid?osq=food,Pizzaiolo,pizzaiolo-madrid,"Calle de Hortaleza, 84","['Italian', 'Pizza']",4.5
231,SPAIN,https://www.yelp.com/biz/tinto-y-tapas-madrid?osq=food,Tinto y Tapas,tinto-y-tapas-madrid,"Calle de Almadén, 14","['Tapas Bars', 'Wine Bars', 'Tabernas']",4.5
232,SPAIN,https://www.yelp.com/biz/oink-madrid-2?osq=food,Oink,oink-madrid-2,"Calle Gran Via, 22","['Spanish', 'Sandwiches']",4.5
233,SPAIN,https://www.yelp.com/biz/mercado-de-san-miguel-madrid-2?osq=food,Mercado de San Miguel,mercado-de-san-miguel-madrid-2,"Plaza de San Miguel, s/n",['Farmers Market'],4.5
234,SPAIN,https://www.yelp.com/biz/bot%C3%ADn-madrid-3?osq=food,Botín,bot%C3%ADn-madrid-3,"Calle de Cuchilleros, 17","['Spanish', 'Steakhouses']",4.0
235,SPAIN,https://www.yelp.com/biz/mercado-de-san-ant%C3%B3n-madrid-2?osq=food,Mercado de San Antón,mercado-de-san-ant%C3%B3n-madrid-2,"Calle de Augusto Figueroa, 24",['Farmers Market'],4.0
236,SPAIN,https://www.yelp.com/biz/caf%C3%A9-de-la-luz-madrid-2?osq=food,Café de la Luz,caf%C3%A9-de-la-luz-madrid-2,"Calle de la Puebla, 8","['Coffee & Tea', 'Breakfast & Brunch']",4.5
237,UNITED KINGDOM,https://www.yelp.com/biz/the-mac-factory-london?osq=food,The Mac Factory,the-mac-factory-london,Camden lock,['Food Trucks'],4.5
238,UNITED KINGDOM,https://www.yelp.com/biz/padella-london-3?osq=food,Padella,padella-london-3,6 Southwark Street,['Italian'],4.5
239,UNITED KINGDOM,https://www.yelp.com/biz/mestizo-london?osq=food,Mestizo,mestizo-london,103 Hampstead Road,"['Mexican', 'Bars']",4.0
240,UNITED KINGDOM,https://www.yelp.com/biz/baileys-fish-and-chips-london?osq=food,Bailey’s Fish and Chips,baileys-fish-and-chips-london,115 Dawes Road,['Fish & Chips'],4.5
241,UNITED KINGDOM,https://www.yelp.com/biz/abeno-london?osq=food,Abeno,abeno-london,47 Museum Street,['Japanese'],4.5
242,UNITED KINGDOM,https://www.yelp.com/biz/cereal-killer-cafe-london?osq=food,Cereal Killer Cafe,cereal-killer-cafe-london,192 Brick Lane,"['Cafes', 'Venues & Event Spaces']",4.0
243,UNITED KINGDOM,https://www.yelp.com/biz/mamak-don-london?osq=food,Mamak Don,mamak-don-london,9 Parkway,['Malaysian'],4.5
244,UNITED KINGDOM,https://www.yelp.com/biz/bento-bab-london?osq=food,Bento Bab,bento-bab-london,12 Hooper Street,['Korean'],5.0
245,UNITED KINGDOM,https://www.yelp.com/biz/jinjuu-london?osq=food,Jinjuu,jinjuu-london,15 Kingly Street,['Korean'],4.0
246,UNITED KINGDOM,https://www.yelp.com/biz/burger-and-lobster-london-7?osq=food,Burger & Lobster,burger-and-lobster-london-7,109 - 125 Knightsbridge,"['American (Traditional)', 'Seafood', 'Burgers']",4.5
247,America,https://www.yelp.com/biz/little-miss-bbq-university-phoenix?osq=food,Little Miss BBQ-University,little-miss-bbq-university-phoenix,4301 E University Dr,['Barbeque'],5.0
248,America,https://www.yelp.com/biz/monroes-hot-chicken-phoenix?osq=food,Monroe’s Hot Chicken,monroes-hot-chicken-phoenix,45 W Jefferson St,['Chicken Shop'],4.0
249,America,https://www.yelp.com/biz/cocina-madrigal-phoenix?osq=food,Cocina Madrigal,cocina-madrigal-phoenix,4044 S 16th St,['Mexican'],5.0
250,America,https://www.yelp.com/biz/the-arrogant-butcher-phoenix-3?osq=food,The Arrogant Butcher,the-arrogant-butcher-phoenix-3,,"['American (New)', 'Gastropubs', 'Seafood']",4.0
251,America,https://www.yelp.com/biz/the-bread-and-honey-house-phoenix?osq=food,The Bread and Honey House,the-bread-and-honey-house-phoenix,4700 E Van Buren St,"['Cafes', 'Breakfast & Brunch']",5.0
252,America,https://www.yelp.com/biz/killer-whale-sex-club-phoenix?osq=food,Killer Whale Sex Club,killer-whale-sex-club-phoenix,922 N 6th St,"['Cocktail Bars', 'Filipino', 'Korean']",4.5
253,America,https://www.yelp.com/biz/the-kettle-black-kitchen-and-pub-phoenix?osq=food,The Kettle Black Kitchen & Pub,the-kettle-black-kitchen-and-pub-phoenix,1 N 1st St,"['Gastropubs', 'American (Traditional)', 'Fish & Chips']",4.5
254,America,https://www.yelp.com/biz/phx-burrito-house-phoenix?osq=food,PHX Burrito House,phx-burrito-house-phoenix,4140 N 7th Ave,['Mexican'],4.5
