date,food name,text
2021-08-13,and kimchi,and kimchi
2021-08-13,peanut butter energi bite,peanut butter energi bite
2021-08-13,"peri peri chicken with roast potato,","peri peri chicken with roast potato,"
2021-08-13,herb veggi,herb veggi
2021-08-13,"basil minc chicken with brown rice, soy","basil minc chicken with brown rice, soy"
2021-08-13,"egg, kailan","egg, kailan"
2021-08-13,low fat chees cake,low fat chees cake
2021-08-13,bake lemongrass barramundi with cajun,bake lemongrass barramundi with cajun
2021-08-13,"roast sweet potato, broccoli","roast sweet potato, broccoli"
2021-08-13,"lamb kofta with couscous, mint yoghurt,","lamb kofta with couscous, mint yoghurt,"
2021-08-13,cucumb and tomato salad,cucumb and tomato salad
2021-08-13,peanut butter cooki,peanut butter cooki
2021-08-13,"turmer chicken with brown rice, ladi finger","turmer chicken with brown rice, ladi finger"
2021-08-13,"ma po tofu with rice noodles, beansprout","ma po tofu with rice noodles, beansprout"
2021-08-13,"chicken rendang with brown rice, roast cauliflow","chicken rendang with brown rice, roast cauliflow"
2021-08-13,fruit cup,fruit cup
2021-08-13,"beef bulgogi with sweet potato noodles,","beef bulgogi with sweet potato noodles,"
2021-08-13,spinach and shred carrot,spinach and shred carrot
2021-08-13,"herb chicken with aglio olio pasta, tomato sauce, sweet snap pea","herb chicken with aglio olio pasta, tomato sauce, sweet snap pea"
2021-08-13,cumin carrot soup,cumin carrot soup
2021-08-13,"teriyaki salmon with quinoa, saut mix","teriyaki salmon with quinoa, saut mix"
2021-08-13,veggi,veggi
2021-08-13,"red curri chicken with brown rice, long","red curri chicken with brown rice, long"
2021-08-13,bean and eggplant,bean and eggplant
2021-08-13,tofu browni,tofu browni
2021-08-13,salmon chicken ball with cauliflow,salmon chicken ball with cauliflow
2021-08-13,"rice, spinach egg","rice, spinach egg"
2021-08-13,"yakiniku beef with brown rice, edamam","yakiniku beef with brown rice, edamam"
2021-08-13,and kimchi,and kimchi
2021-08-13,peanut butter energi bite,peanut butter energi bite
2021-08-13,"peri peri chicken with roast potato,","peri peri chicken with roast potato,"
2021-08-13,herb veggi,herb veggi
2021-08-13,"basil minc chicken with brown rice, soy","basil minc chicken with brown rice, soy"
2021-08-13,"egg, kailan","egg, kailan"
2021-08-13,low fat chees cake,low fat chees cake
2021-08-13,bake lemongrass barramundi with cajun,bake lemongrass barramundi with cajun
2021-08-13,"roast sweet potato, broccoli","roast sweet potato, broccoli"
2021-08-13,"lamb kofta with couscous, mint yoghurt,","lamb kofta with couscous, mint yoghurt,"
2021-08-13,cucumb and tomato salad,cucumb and tomato salad
2021-08-13,peanut butter cooki,peanut butter cooki
2021-08-13,"turmer chicken with brown rice, ladi finger","turmer chicken with brown rice, ladi finger"
2021-08-13,sweet chilli crab fish,sweet chilli crab fish
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,cabbag mushroom soup,cabbag mushroom soup
2021-08-13,honey masala chicken,honey masala chicken
2021-08-13,nasi goreng tomat peda,nasi goreng tomat peda
2021-08-13,cauliflow seak,cauliflow seak
2021-08-13,steam seabass in cantones style,steam seabass in cantones style
2021-08-13,golden fri rice and shrimp,golden fri rice and shrimp
2021-08-13,stir fri french bean with oliv,stir fri french bean with oliv
2021-08-13,sesam oil chicken,sesam oil chicken
2021-08-13,hous saute veget,hous saute veget
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,tomato egg soup,tomato egg soup
2021-08-13,blacken tilapia with yogurt sauc,blacken tilapia with yogurt sauc
2021-08-13,garlic smash babi potato & garden green,garlic smash babi potato & garden green
2021-08-13,lime & black bean basmati rice,lime & black bean basmati rice
2021-08-13,housemad kimchi relish chicken,housemad kimchi relish chicken
2021-08-13,yachaejeon veget pancak with gochujang mayo,yachaejeon veget pancak with gochujang mayo
2021-08-13,japcha stir fri sweet potato noodl,japcha stir fri sweet potato noodl
2021-08-13,dri fish bakuteh,dri fish bakuteh
2021-08-13,"chines spinach, salt egg, centuri egg and wolfberri","chines spinach, salt egg, centuri egg and wolfberri"
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,steak n mash with gravi,steak n mash with gravi
2021-08-13,minestron soup,minestron soup
2021-08-13,almond oat energi bar,almond oat energi bar
2021-08-13,"ma po tofu with rice noodles, beansprout","ma po tofu with rice noodles, beansprout"
2021-08-13,"chicken rendang with brown rice, roast cauliflow","chicken rendang with brown rice, roast cauliflow"
2021-08-13,fruit cup,fruit cup
2021-08-13,"beef bulgogi with sweet potato noodles,","beef bulgogi with sweet potato noodles,"
2021-08-13,spinach and shred carrot,spinach and shred carrot
2021-08-13,"herb chicken with aglio olio pasta, tomato sauce, sweet snap pea","herb chicken with aglio olio pasta, tomato sauce, sweet snap pea"
2021-08-13,cumin carrot soup,cumin carrot soup
2021-08-13,"teriyaki salmon with quinoa, saut mix","teriyaki salmon with quinoa, saut mix"
2021-08-13,veggi,veggi
2021-08-13,"red curri chicken with brown rice, long","red curri chicken with brown rice, long"
2021-08-13,bean and eggplant,bean and eggplant
2021-08-13,tofu browni,tofu browni
2021-08-13,salmon chicken ball with cauliflow,salmon chicken ball with cauliflow
2021-08-13,"rice, spinach egg","rice, spinach egg"
2021-08-13,"yakiniku beef with brown rice, edamam","yakiniku beef with brown rice, edamam"
2021-08-13,and kimchi,and kimchi
2021-08-13,peanut butter energi bite,peanut butter energi bite
2021-08-13,"peri peri chicken with roast potato,","peri peri chicken with roast potato,"
2021-08-13,herb veggi,herb veggi
2021-08-13,"basil minc chicken with brown rice, soy","basil minc chicken with brown rice, soy"
2021-08-13,"egg, kailan","egg, kailan"
2021-08-13,low fat chees cake,low fat chees cake
2021-08-13,bake lemongrass barramundi with cajun,bake lemongrass barramundi with cajun
2021-08-13,"roast sweet potato, broccoli","roast sweet potato, broccoli"
2021-08-13,"lamb kofta with couscous, mint yoghurt,","lamb kofta with couscous, mint yoghurt,"
2021-08-13,cucumb and tomato salad,cucumb and tomato salad
2021-08-13,peanut butter cooki,peanut butter cooki
2021-08-13,"turmer chicken with brown rice, ladi finger","turmer chicken with brown rice, ladi finger"
2021-08-13,cauliflow rice with herb chicken,cauliflow rice with herb chicken
2021-08-13,"beef bolognes with pasta, mix mushroom and green pea","beef bolognes with pasta, mix mushroom and green pea"
2021-08-13,oatmeal cooki,oatmeal cooki
2021-08-13,lemongrass chicken with rice vermicelli and mix veggi salad,lemongrass chicken with rice vermicelli and mix veggi salad
2021-08-13,"bake curri barramundi with coconut basmati rice, long bean","bake curri barramundi with coconut basmati rice, long bean"
2021-08-13,almond oat energi bar,almond oat energi bar
2021-08-13,"ma po tofu with rice noodles, beansprout","ma po tofu with rice noodles, beansprout"
2021-08-13,"chicken rendang with brown rice, roast cauliflow","chicken rendang with brown rice, roast cauliflow"
2021-08-13,fruit cup,fruit cup
2021-08-13,"beef bulgogi with sweet potato noodles,","beef bulgogi with sweet potato noodles,"
2021-08-13,spinach and shred carrot,spinach and shred carrot
2021-08-13,"herb chicken with aglio olio pasta, tomato sauce, sweet snap pea","herb chicken with aglio olio pasta, tomato sauce, sweet snap pea"
2021-08-13,cumin carrot soup,cumin carrot soup
2021-08-13,"teriyaki salmon with quinoa, saut mix","teriyaki salmon with quinoa, saut mix"
2021-08-13,veggi,veggi
2021-08-13,"red curri chicken with brown rice, long","red curri chicken with brown rice, long"
2021-08-13,bean and eggplant,bean and eggplant
2021-08-13,tofu browni,tofu browni
2021-08-13,salmon chicken ball with cauliflow,salmon chicken ball with cauliflow
2021-08-13,"rice, spinach egg","rice, spinach egg"
2021-08-13,"yakiniku beef with brown rice, edamam","yakiniku beef with brown rice, edamam"
2021-08-13,and kimchi,and kimchi
2021-08-13,peanut butter energi bite,peanut butter energi bite
2021-08-13,"peri peri chicken with roast potato,","peri peri chicken with roast potato,"
2021-08-13,herb veggi,herb veggi
2021-08-13,"basil minc chicken with brown rice, soy","basil minc chicken with brown rice, soy"
2021-08-13,"egg, kailan","egg, kailan"
2021-08-13,low fat chees cake,low fat chees cake
2021-08-13,bake lemongrass barramundi with cajun,bake lemongrass barramundi with cajun
2021-08-13,"roast sweet potato, broccoli","roast sweet potato, broccoli"
2021-08-13,"lamb kofta with couscous, mint yoghurt,","lamb kofta with couscous, mint yoghurt,"
2021-08-13,cucumb and tomato salad,cucumb and tomato salad
2021-08-13,peanut butter cooki,peanut butter cooki
2021-08-13,"turmer chicken with brown rice, ladi finger","turmer chicken with brown rice, ladi finger"
2021-08-13,prawn past chicken,prawn past chicken
2021-08-13,white rice,white rice
2021-08-13,teochew fish soup - fish slice with tofu and wongbok cabbag,teochew fish soup - fish slice with tofu and wongbok cabbag
2021-08-13,soya sauc chicken,soya sauc chicken
2021-08-13,veg,veg
2021-08-13,chicken rice,chicken rice
2021-08-13,lotu root soup,lotu root soup
2021-08-13,steam tofu,steam tofu
2021-08-13,spring roll,spring roll
2021-08-13,fri laksa non spicy. chilli past separ,fri laksa non spicy. chilli past separ
2021-08-13,3 type of mushroom soup,3 type of mushroom soup
2021-08-13,mushroom,mushroom
2021-08-13,cai xin,cai xin
2021-08-13,claypot pork rib with chines sausag with rice,claypot pork rib with chines sausag with rice
2021-08-13,old cucumb soup,old cucumb soup
2021-08-13,japanes chicken stew with carrots/ onions/ potato,japanes chicken stew with carrots/ onions/ potato
2021-08-13,tofu salad & tamago,tofu salad & tamago
2021-08-13,japanes rice,japanes rice
2021-08-13,dessert,dessert
2021-08-13,dumpl with vinegar sauc,dumpl with vinegar sauc
2021-08-13,and 2 type of egg (separate),and 2 type of egg (separate)
2021-08-13,white rice,white rice
2021-08-13,spinach soup with meatballs/ fishballs/ tofu,spinach soup with meatballs/ fishballs/ tofu
2021-08-13,beancurd with thai sauc,beancurd with thai sauc
2021-08-13,pattaya fri rice with chicken (non spicy)- a bit like japanes omu rice,pattaya fri rice with chicken (non spicy)- a bit like japanes omu rice
2021-08-13,pear and appl with fungu soup,pear and appl with fungu soup
2021-08-13,grill saba,grill saba
2021-08-13,veg with sesam sauc,veg with sesam sauc
2021-08-13,japanes rice,japanes rice
2021-08-13,konbu soup,konbu soup
2021-08-13,brais pork belli,brais pork belli
2021-08-13,brais egg n beancurd,brais egg n beancurd
2021-08-13,white rice,white rice
2021-08-13,winter melon soup,winter melon soup
2021-08-13,stir fri cabbag with black fungu,stir fri cabbag with black fungu
2021-08-13,fri hokkien prawn noodl,fri hokkien prawn noodl
2021-08-13,fish past roll,fish past roll
2021-08-13,dessert,dessert
2021-08-13,abc soup,abc soup
2021-08-13,oliv chicken,oliv chicken
2021-08-13,kai lan,kai lan
2021-08-13,white rice,white rice
2021-08-13,3 type of carrot soup,3 type of carrot soup
2021-08-13,chines sausag n egg strip,chines sausag n egg strip
2021-08-13,fish slice with black bean sauc,fish slice with black bean sauc
2021-08-13,chayot with bean vermicelli,chayot with bean vermicelli
2021-08-13,white rice,white rice
2021-08-13,watercress soup,watercress soup
2021-08-13,fishcak,fishcak
2021-08-13,stirfri pork slice,stirfri pork slice
2021-08-13,chai poh egg / tau kee with peanut,chai poh egg / tau kee with peanut
2021-08-13,porridg or rice option,porridg or rice option
2021-08-13,cabbag,cabbag
2021-08-13,ayam sio,ayam sio
2021-08-13,stirfri veg,stirfri veg
2021-08-13,white rice,white rice
2021-08-13,pear and papaya with fungu soup,pear and papaya with fungu soup
2021-08-13,spring roll,spring roll
2021-08-13,empress version vietnames banhmi(a french loaf with pork chop n veg),empress version vietnames banhmi(a french loaf with pork chop n veg)
2021-08-13,cauliflow n carrot soup,cauliflow n carrot soup
2021-08-13,dessert,dessert
2021-08-13,spich corizo & tomato shakshuka,spich corizo & tomato shakshuka
2021-08-13,dill butter brich,dill butter brich
2021-08-13,aglio olio pasta,aglio olio pasta
2021-08-13,japanes salmon curri,japanes salmon curri
2021-08-13,steam japanes pearl rice,steam japanes pearl rice
2021-08-13,japanes veget soup,japanes veget soup
2021-08-13,sweet chilli crab fish,sweet chilli crab fish
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,cabbag mushroom soup,cabbag mushroom soup
2021-08-13,honey masala chicken,honey masala chicken
2021-08-13,nasi goreng tomat peda,nasi goreng tomat peda
2021-08-13,cauliflow seak,cauliflow seak
2021-08-13,steam seabass in cantones style,steam seabass in cantones style
2021-08-13,golden fri rice and shrimp,golden fri rice and shrimp
2021-08-13,stir fri french bean with oliv,stir fri french bean with oliv
2021-08-13,sesam oil chicken,sesam oil chicken
2021-08-13,hous saute veget,hous saute veget
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,tomato egg soup,tomato egg soup
2021-08-13,blacken tilapia with yogurt sauc,blacken tilapia with yogurt sauc
2021-08-13,garlic smash babi potato & garden green,garlic smash babi potato & garden green
2021-08-13,lime & black bean basmati rice,lime & black bean basmati rice
2021-08-13,housemad kimchi relish chicken,housemad kimchi relish chicken
2021-08-13,yachaejeon veget pancak with gochujang mayo,yachaejeon veget pancak with gochujang mayo
2021-08-13,japcha stir fri sweet potato noodl,japcha stir fri sweet potato noodl
2021-08-13,dri fish bakuteh,dri fish bakuteh
2021-08-13,"chines spinach, salt egg, centuri egg and wolfberri","chines spinach, salt egg, centuri egg and wolfberri"
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,steak n mash with gravi,steak n mash with gravi
2021-08-13,minestron soup,minestron soup
2021-08-13,spich corizo & tomato shakshuka,spich corizo & tomato shakshuka
2021-08-13,dill butter brich,dill butter brich
2021-08-13,brais duck,brais duck
2021-08-13,aglio olio pasta,aglio olio pasta
2021-08-13,japanes salmon curri,japanes salmon curri
2021-08-13,steam japanes pearl rice,steam japanes pearl rice
2021-08-13,japanes veget soup,japanes veget soup
2021-08-13,sweet chilli crab fish,sweet chilli crab fish
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,cabbag mushroom soup,cabbag mushroom soup
2021-08-13,honey masala chicken,honey masala chicken
2021-08-13,nasi goreng tomat peda,nasi goreng tomat peda
2021-08-13,cauliflow seak,cauliflow seak
2021-08-13,steam seabass in cantones style,steam seabass in cantones style
2021-08-13,golden fri rice and shrimp,golden fri rice and shrimp
2021-08-13,stir fri french bean with oliv,stir fri french bean with oliv
2021-08-13,sesam oil chicken,sesam oil chicken
2021-08-13,hous saute veget,hous saute veget
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,tomato egg soup,tomato egg soup
2021-08-13,blacken tilapia with yogurt sauc,blacken tilapia with yogurt sauc
2021-08-13,garlic smash babi potato & garden green,garlic smash babi potato & garden green
2021-08-13,lime & black bean basmati rice,lime & black bean basmati rice
2021-08-13,housemad kimchi relish chicken,housemad kimchi relish chicken
2021-08-13,yachaejeon veget pancak with gochujang mayo,yachaejeon veget pancak with gochujang mayo
2021-08-13,japcha stir fri sweet potato noodl,japcha stir fri sweet potato noodl
2021-08-13,dri fish bakuteh,dri fish bakuteh
2021-08-13,"chines spinach, salt egg, centuri egg and wolfberri","chines spinach, salt egg, centuri egg and wolfberri"
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,steak n mash with gravi,steak n mash with gravi
2021-08-13,minestron soup,minestron soup
2021-08-13,spich corizo & tomato shakshuka,spich corizo & tomato shakshuka
2021-08-13,dill butter brich,dill butter brich
2021-08-13,aglio olio pasta,aglio olio pasta
2021-08-13,japanes salmon curri,japanes salmon curri
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,fri spring roll,fri spring roll
2021-08-13,,
2021-08-13,white radish soup,white radish soup
2021-08-13,,
2021-08-13,honey lemon fish,honey lemon fish
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,minc meat with egg,minc meat with egg
2021-08-13,,
2021-08-13,sze chuan veget soup,sze chuan veget soup
2021-08-13,,
2021-08-13,,
2021-08-13,coffe pork,coffe pork
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,cereal beancurd,cereal beancurd
2021-08-13,,
2021-08-13,dumpl soup,dumpl soup
2021-08-13,,
2021-08-13,black pepper fish fillet,black pepper fish fillet
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,steam beancurd with minc meat,steam beancurd with minc meat
2021-08-13,,
2021-08-13,tomato egg drop soup,tomato egg drop soup
2021-08-13,,
2021-08-13,brais pork belli,brais pork belli
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,handmad ngoh hiang,handmad ngoh hiang
2021-08-13,,
2021-08-13,chicken feet & peanut soup,chicken feet & peanut soup
2021-08-13,,
2021-08-13,steam fish with coriand lime sauc,steam fish with coriand lime sauc
2021-08-13,brais duck,brais duck
2021-08-13,curri fish,curri fish
2021-08-13,steam japanes pearl rice,steam japanes pearl rice
2021-08-13,japanes veget soup,japanes veget soup
2021-08-13,sweet chilli crab fish,sweet chilli crab fish
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,cabbag mushroom soup,cabbag mushroom soup
2021-08-13,honey masala chicken,honey masala chicken
2021-08-13,nasi goreng tomat peda,nasi goreng tomat peda
2021-08-13,cauliflow seak,cauliflow seak
2021-08-13,steam seabass in cantones style,steam seabass in cantones style
2021-08-13,golden fri rice and shrimp,golden fri rice and shrimp
2021-08-13,stir fri french bean with oliv,stir fri french bean with oliv
2021-08-13,sesam oil chicken,sesam oil chicken
2021-08-13,hous saute veget,hous saute veget
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,tomato egg soup,tomato egg soup
2021-08-13,blacken tilapia with yogurt sauc,blacken tilapia with yogurt sauc
2021-08-13,garlic smash babi potato & garden green,garlic smash babi potato & garden green
2021-08-13,lime & black bean basmati rice,lime & black bean basmati rice
2021-08-13,housemad kimchi relish chicken,housemad kimchi relish chicken
2021-08-13,yachaejeon veget pancak with gochujang mayo,yachaejeon veget pancak with gochujang mayo
2021-08-13,japcha stir fri sweet potato noodl,japcha stir fri sweet potato noodl
2021-08-13,dri fish bakuteh,dri fish bakuteh
2021-08-13,"chines spinach, salt egg, centuri egg and wolfberri","chines spinach, salt egg, centuri egg and wolfberri"
2021-08-13,steam jasmin rice,steam jasmin rice
2021-08-13,steak n mash with gravi,steak n mash with gravi
2021-08-13,minestron soup,minestron soup
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,thai fish cake,thai fish cake
2021-08-13,,
2021-08-13,tom yam chicken soup,tom yam chicken soup
2021-08-13,,
2021-08-13,steam fish with black bean sauc,steam fish with black bean sauc
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,chaipo egg,chaipo egg
2021-08-13,,
2021-08-13,bak kut teh,bak kut teh
2021-08-13,,
2021-08-13,salt & pepper chicken,salt & pepper chicken
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,steam egg with minc meat,steam egg with minc meat
2021-08-13,,
2021-08-13,kimchi chicken soup,kimchi chicken soup
2021-08-13,,
2021-08-13,stir fri chicken with trio capsicum,stir fri chicken with trio capsicum
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,hotdog with french fri in,hotdog with french fri in
2021-08-13,tomato past,tomato past
2021-08-13,,
2021-08-13,fuzhou fish ball soup,fuzhou fish ball soup
2021-08-13,,
2021-08-13,ferment pork,ferment pork
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,,
2021-08-13,shred turnip with dri shrimp,shred turnip with dri shrimp
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,fri spring roll,fri spring roll
2021-08-13,,
2021-08-13,white radish soup,white radish soup
2021-08-13,,
2021-08-13,honey lemon fish,honey lemon fish
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,minc meat with egg,minc meat with egg
2021-08-13,,
2021-08-13,sze chuan veget soup,sze chuan veget soup
2021-08-13,,
2021-08-13,,
2021-08-13,coffe pork,coffe pork
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,cereal beancurd,cereal beancurd
2021-08-13,,
2021-08-13,dumpl soup,dumpl soup
2021-08-13,,
2021-08-13,black pepper fish fillet,black pepper fish fillet
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,steam beancurd with minc meat,steam beancurd with minc meat
2021-08-13,,
2021-08-13,tomato egg drop soup,tomato egg drop soup
2021-08-13,,
2021-08-13,brais pork belli,brais pork belli
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,season veget,season veget
2021-08-13,brais tofu,brais tofu
2021-08-13,abc pork soup,abc pork soup
2021-08-13,seafood wonton,seafood wonton
2021-08-13,yong chow fri rice,yong chow fri rice
2021-08-13,korean honey sesam chicken,korean honey sesam chicken
2021-08-13,season veget,season veget
2021-08-13,pan-fri gyoza,pan-fri gyoza
2021-08-13,kimchi tofu soup,kimchi tofu soup
2021-08-13,kim chi chicken,kim chi chicken
2021-08-13,kimchi fri rice,kimchi fri rice
2021-08-13,bake chicken with bbq sauc,bake chicken with bbq sauc
2021-08-13,season veget,season veget
2021-08-13,corn on cob,corn on cob
2021-08-13,cream of mushroom,cream of mushroom
2021-08-13,chicken nugget,chicken nugget
2021-08-13,butter rice with nut & raisin,butter rice with nut & raisin
2021-08-13,stir fri pork with szechuan veget,stir fri pork with szechuan veget
2021-08-13,season veget,season veget
2021-08-13,egg tofu with mushroom,egg tofu with mushroom
2021-08-13,wolfberri spinach soup,wolfberri spinach soup
2021-08-13,fri egg,fri egg
2021-08-13,yang chow fri rice,yang chow fri rice
2021-08-13,japanes pork katsu,japanes pork katsu
2021-08-13,season veget,season veget
2021-08-13,soy sauc egg,soy sauc egg
2021-08-13,miso tofu seawe soup,miso tofu seawe soup
2021-08-13,fri gyoza,fri gyoza
2021-08-13,japanes stir fri udon,japanes stir fri udon
2021-08-13,assam curri fish,assam curri fish
2021-08-13,season veget,season veget
2021-08-13,sambal egg,sambal egg
2021-08-13,bubur pulut hitam,bubur pulut hitam
2021-08-13,fri curri puff,fri curri puff
2021-08-13,wok fri mee goreng,wok fri mee goreng
2021-08-13,thai bbq chicken,thai bbq chicken
2021-08-13,season veget,season veget
2021-08-13,thai style fishcak,thai style fishcak
2021-08-13,fresh cut fruit,fresh cut fruit
2021-08-13,papaya salad,papaya salad
2021-08-13,khao pad (thai fri rice),khao pad (thai fri rice)
2021-08-13,classic roast chicken,classic roast chicken
2021-08-13,white fungu with peanut chicken soup,white fungu with peanut chicken soup
2021-08-13,,
2021-08-13,chaipo with steam fish,chaipo with steam fish
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,sweet & sour fishbal,sweet & sour fishbal
2021-08-13,,
2021-08-13,pumpkin soup,pumpkin soup
2021-08-13,,
2021-08-13,stir-fri black pepper pork,stir-fri black pepper pork
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,golden fri gyoza,golden fri gyoza
2021-08-13,,
2021-08-13,huai shan chicken soup,huai shan chicken soup
2021-08-13,,
2021-08-13,stir fri huai shan with shred pork,stir fri huai shan with shred pork
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,bread scallop,bread scallop
2021-08-13,,
2021-08-13,watercress soup,watercress soup
2021-08-13,,
2021-08-13,bbq chicken,bbq chicken
2021-08-13,bbq,bbq
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,ham & mushroom egg,ham & mushroom egg
2021-08-13,,
2021-08-13,minestron soup,minestron soup
2021-08-13,,
2021-08-13,brais prawn with potato,brais prawn with potato
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,stir fri minc pork with potato cube,stir fri minc pork with potato cube
2021-08-13,,
2021-08-13,green papaya,green papaya
2021-08-13,chicken broth soup,chicken broth soup
2021-08-13,handmad ngoh hiang,handmad ngoh hiang
2021-08-13,,
2021-08-13,chicken feet & peanut soup,chicken feet & peanut soup
2021-08-13,,
2021-08-13,steam fish with coriand lime sauc,steam fish with coriand lime sauc
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,thai fish cake,thai fish cake
2021-08-13,,
2021-08-13,tom yam chicken soup,tom yam chicken soup
2021-08-13,,
2021-08-13,steam fish with black bean sauc,steam fish with black bean sauc
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,chaipo egg,chaipo egg
2021-08-13,,
2021-08-13,bak kut teh,bak kut teh
2021-08-13,,
2021-08-13,salt & pepper chicken,salt & pepper chicken
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,steam egg with minc meat,steam egg with minc meat
2021-08-13,,
2021-08-13,brais mustard green with roast pork,brais mustard green with roast pork
2021-08-13,season veget,season veget
2021-08-13,crispi wedg,crispi wedg
2021-08-13,fresh cut fruit,fresh cut fruit
2021-08-13,coleslaw,coleslaw
2021-08-13,neapolitan pasta,neapolitan pasta
2021-08-13,sweet & sour fish,sweet & sour fish
2021-08-13,season veget,season veget
2021-08-13,seafood roll,seafood roll
2021-08-13,lotu peanut pork soup,lotu peanut pork soup
2021-08-13,fri chicken wing,fri chicken wing
2021-08-13,chicken cube fri rice,chicken cube fri rice
2021-08-13,korean grill pork belli,korean grill pork belli
2021-08-13,season veget,season veget
2021-08-13,korean roll omelett,korean roll omelett
2021-08-13,ginseng chicken soup,ginseng chicken soup
2021-08-13,bread scallop,bread scallop
2021-08-13,korean japcha noodl,korean japcha noodl
2021-08-13,sambal chicken,sambal chicken
2021-08-13,season veget,season veget
2021-08-13,potato ball,potato ball
2021-08-13,sup buntut oxtail soup,sup buntut oxtail soup
2021-08-13,sambal egg,sambal egg
2021-08-13,wok fri mee goreng,wok fri mee goreng
2021-08-13,brais herbal chicken with white fungu,brais herbal chicken with white fungu
2021-08-13,season veget,season veget
2021-08-13,ma po tofu,ma po tofu
2021-08-13,red bean soup,red bean soup
2021-08-13,shrimp dumpl,shrimp dumpl
2021-08-13,dri hor fun,dri hor fun
2021-08-13,roast duck,roast duck
2021-08-13,season veget,season veget
2021-08-13,tofu with minc meat,tofu with minc meat
2021-08-13,green bean dessert,green bean dessert
2021-08-13,,
2021-08-13,prawn past chicken,prawn past chicken
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,fishbal with capsicum in tomato past,fishbal with capsicum in tomato past
2021-08-13,,
2021-08-13,clear chicken soup,clear chicken soup
2021-08-13,with mushroom,with mushroom
2021-08-13,,
2021-08-13,stir fri pork with spring onion & ginger,stir fri pork with spring onion & ginger
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,golden fri shrimp,golden fri shrimp
2021-08-13,,
2021-08-13,bittergourd with egg soup,bittergourd with egg soup
2021-08-13,,
2021-08-13,golden fri fish with tartar sauc,golden fri fish with tartar sauc
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,long bean egg,long bean egg
2021-08-13,,
2021-08-13,beancurd with meatbal soup,beancurd with meatbal soup
2021-08-13,,
2021-08-13,stir fri pork slice with black fungu,stir fri pork slice with black fungu
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,potato with,potato with
2021-08-13,tomato bake bean,tomato bake bean
2021-08-13,,
2021-08-13,cabbag with fishbal soup,cabbag with fishbal soup
2021-08-13,kimchi chicken soup,kimchi chicken soup
2021-08-13,,
2021-08-13,stir fri chicken with trio capsicum,stir fri chicken with trio capsicum
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,hotdog with french fri in,hotdog with french fri in
2021-08-13,tomato past,tomato past
2021-08-13,,
2021-08-13,fuzhou fish ball soup,fuzhou fish ball soup
2021-08-13,,
2021-08-13,ferment pork,ferment pork
2021-08-13,,
2021-08-13,season green veget,season green veget
2021-08-13,,
2021-08-13,,
